timestamp,act_lZygomaticusMajorLandmark,act_lDepressorAnguliOrisLandmark,act_lRisoriusLandmark,act_OrbicularisOrisCenter,act_rZygomaticusMajorLandmark,act_rDepressorAnguliOrisLandmark,act_rRisoriusLandmark,act_lFrontalisInsideLandmark,act_LCorrugatorSuperciliiLandmark,act_rFrontalisInsideLandmark,act_RCorrugatorSuperciliiLandmark,act_RLevatorLabiiSuperiorisLandmark,act_LLevatorLabiiSuperiorisLandmark,act_BridgeOfTheNose,act_LDepressorLabiiInferiorisLandmark,act_RDepressorLabiiInferiorisLandmark,act_lFrontalisOuterLandmark,act_rFrontalisOuterLandmark,act_LOrbicularisOculi,act_ROrbicularisOculi,str_lZygomaticusMajorLandmark,str_lDepressorAnguliOrisLandmark,str_lRisoriusLandmark,str_OrbicularisOrisCenter,str_rZygomaticusMajorLandmark,str_rDepressorAnguliOrisLandmark,str_rRisoriusLandmark,str_lFrontalisInsideLandmark,str_LCorrugatorSuperciliiLandmark,str_rFrontalisInsideLandmark,str_RCorrugatorSuperciliiLandmark,str_RLevatorLabiiSuperiorisLandmark,str_LLevatorLabiiSuperiorisLandmark,str_BridgeOfTheNose,str_LDepressorLabiiInferiorisLandmark,str_RDepressorLabiiInferiorisLandmark,str_lFrontalisOuterLandmark,str_rFrontalisOuterLandmark,str_LOrbicularisOculi,str_ROrbicularisOculi,str_JawSlide,iris_LEye_x,iris_LEye_y,iris_REye_x,iris_REye_y
36.4758,0.14902,0.00000,0.14224,0.00000,0.14787,0.00000,0.15576,0.05924,0.00960,0.06611,0.00000,0.11502,0.10489,0.07371,0.04730,0.05040,0.05798,0.05812,0.03361,0.01431,-0.14902,0.07202,-0.14224,0.25211,-0.14787,0.02662,-0.15576,-0.05924,-0.00960,-0.06611,0.00586,-0.11502,-0.10489,-0.07371,-0.04730,-0.05040,-0.05798,-0.05812,-0.03361,-0.01431,-0.00145,-0.02526,0.04258,-0.01560,0.03758
36.5146,0.14090,0.00000,0.13288,0.00000,0.14003,0.00000,0.14858,0.05876,0.00978,0.06602,0.00000,0.11024,0.10033,0.07110,0.04837,0.05149,0.05410,0.05766,0.02848,0.00240,-0.14090,0.06336,-0.13288,0.23463,-0.14003,0.01585,-0.14858,-0.05876,-0.00978,-0.06602,0.00595,-0.11024,-0.10033,-0.07110,-0.04837,-0.05149,-0.05410,-0.05766,-0.02848,-0.00240,-0.00062,-0.02469,0.04133,-0.01419,0.03628
36.5524,0.13413,0.00000,0.12924,0.00000,0.13222,0.00000,0.13918,0.05839,0.00942,0.06588,0.00000,0.10631,0.09643,0.06912,0.04910,0.05227,0.05189,0.05626,0.02360,0.00000,-0.13413,0.05465,-0.12924,0.21714,-0.13222,0.00726,-0.13918,-0.05839,-0.00942,-0.06588,0.00599,-0.10631,-0.09643,-0.06912,-0.04910,-0.05227,-0.05189,-0.05626,-0.02360,0.00685,-0.00060,-0.02398,0.03979,-0.01303,0.03454
36.5916,0.12702,0.00000,0.12657,0.00000,0.12375,0.00000,0.13006,0.05749,0.00914,0.06566,0.00000,0.09973,0.08922,0.06459,0.05007,0.05265,0.05040,0.05518,0.01984,0.00000,-0.12702,0.04842,-0.12657,0.20370,-0.12375,0.00156,-0.13006,-0.05749,-0.00914,-0.06566,0.00622,-0.09973,-0.08922,-0.06459,-0.05007,-0.05265,-0.05040,-0.05518,-0.01984,0.01473,-0.00079,-0.02391,0.03812,-0.01210,0.03385
36.6300,0.12099,0.00000,0.12049,0.00000,0.11899,0.00000,0.12484,0.05621,0.01071,0.06485,0.00000,0.09602,0.08591,0.06256,0.04982,0.05171,0.05027,0.05549,0.01630,0.00000,-0.12099,0.04370,-0.12049,0.19616,-0.11899,0.00067,-0.12484,-0.05621,-0.01071,-0.06485,0.00529,-0.09602,-0.08591,-0.06256,-0.04982,-0.05171,-0.05027,-0.05549,-0.01630,0.01718,-0.00066,-0.02306,0.03729,-0.01156,0.03288
36.6690,0.11658,0.00000,0.11738,0.00000,0.11424,0.00317,0.11937,0.05571,0.01236,0.06435,0.00000,0.09267,0.08244,0.06053,0.05167,0.05275,0.05046,0.05561,0.01158,0.00000,-0.11658,0.03703,-0.11738,0.18802,-0.11424,-0.00317,-0.11937,-0.05571,-0.01236,-0.06435,0.00406,-0.09267,-0.08244,-0.06053,-0.05167,-0.05275,-0.05046,-0.05561,-0.01158,0.02023,-0.00060,-0.02040,0.03662,-0.01013,0.03313
36.7087,0.10869,0.00000,0.11264,0.00000,0.10729,0.00816,0.11094,0.05421,0.01370,0.06276,0.00000,0.08786,0.07844,0.05727,0.05557,0.05552,0.04993,0.05541,0.00347,0.00000,-0.10869,0.02487,-0.11264,0.17352,-0.10729,-0.00816,-0.11094,-0.05421,-0.01370,-0.06276,0.00245,-0.08786,-0.07844,-0.05727,-0.05557,-0.05552,-0.04993,-0.05541,-0.00347,0.02632,-0.00079,-0.01798,0.03592,-0.00581,0.03259
36.7474,0.10054,0.00000,0.10764,0.00000,0.09951,0.00604,0.09947,0.05350,0.01444,0.06156,0.00000,0.08279,0.07437,0.05398,0.05163,0.04973,0.04939,0.05473,0.00000,0.00000,-0.10054,0.01919,-0.10764,0.15307,-0.09951,-0.00604,-0.09947,-0.05350,-0.01444,-0.06156,0.00093,-0.08279,-0.07437,-0.05398,-0.05163,-0.04973,-0.04939,-0.05473,0.00327,0.03099,-0.00147,-0.01604,0.03522,-0.00282,0.03162
36.7851,0.08768,0.00000,0.09765,0.00000,0.08417,0.01156,0.08443,0.05269,0.01677,0.06083,0.00112,0.07663,0.06815,0.05038,0.04815,0.04344,0.04750,0.05326,0.00000,0.00000,-0.08768,0.00902,-0.09765,0.11811,-0.08417,-0.01156,-0.08443,-0.05269,-0.01677,-0.06083,-0.00112,-0.07663,-0.06815,-0.05038,-0.04815,-0.04344,-0.04750,-0.05326,0.00938,0.03467,-0.00190,-0.01669,0.03409,-0.00241,0.02900
36.8239,0.05971,0.01351,0.07144,0.00000,0.05476,0.02563,0.05174,0.05103,0.01793,0.05864,0.00354,0.06012,0.05177,0.03994,0.04925,0.04160,0.04441,0.05024,0.00000,0.00000,-0.05971,-0.01351,-0.07144,0.06353,-0.05476,-0.02563,-0.05174,-0.05103,-0.01793,-0.05864,-0.00354,-0.06012,-0.05177,-0.03994,-0.04925,-0.04160,-0.04441,-0.05024,0.01910,0.03678,-0.00348,-0.01663,0.03282,-0.00287,0.02503
36.8644,0.04362,0.02324,0.05332,0.00000,0.04113,0.03300,0.04213,0.04809,0.01847,0.05567,0.00599,0.04745,0.04043,0.03313,0.05047,0.04307,0.03995,0.04599,0.00000,0.00000,-0.04362,-0.02324,-0.05332,0.04306,-0.04113,-0.03300,-0.04213,-0.04809,-0.01847,-0.05567,-0.00599,-0.04745,-0.04043,-0.03313,-0.05047,-0.04307,-0.03995,-0.04599,0.03304,0.04098,-0.00332,-0.01630,0.03184,-0.00380,0.02076
36.9027,0.03625,0.02573,0.04694,0.00000,0.03376,0.03416,0.03614,0.04521,0.01952,0.05294,0.00787,0.04202,0.03551,0.02991,0.04922,0.04217,0.03557,0.04287,0.00000,0.00000,-0.03625,-0.02573,-0.04694,0.03124,-0.03376,-0.03416,-0.03614,-0.04521,-0.01952,-0.05294,-0.00787,-0.04202,-0.03551,-0.02991,-0.04922,-0.04217,-0.03557,-0.04287,0.04398,0.04869,-0.00370,-0.01461,0.03187,-0.00420,0.01752
36.9408,0.03158,0.02562,0.04626,0.00000,0.03048,0.03133,0.03617,0.04255,0.01908,0.04978,0.00905,0.03695,0.03173,0.02641,0.04496,0.03872,0.03193,0.03977,0.00000,0.00000,-0.03158,-0.02562,-0.04626,0.03088,-0.03048,-0.03133,-0.03617,-0.04255,-0.01908,-0.04978,-0.00905,-0.03695,-0.03173,-0.02641,-0.04496,-0.03872,-0.03193,-0.03977,0.05830,0.05964,-0.00430,-0.01409,0.03343,-0.00491,0.01458
36.9794,0.03078,0.02142,0.04729,0.00000,0.03000,0.02830,0.03629,0.03878,0.01948,0.04610,0.00982,0.03486,0.02961,0.02420,0.04296,0.03738,0.02776,0.03801,0.00000,0.00000,-0.03078,-0.02142,-0.04729,0.03162,-0.03000,-0.02830,-0.03629,-0.03878,-0.01948,-0.04610,-0.00982,-0.03486,-0.02961,-0.02420,-0.04296,-0.03738,-0.02776,-0.03801,0.07179,0.06602,-0.00443,-0.01349,0.03323,-0.00593,0.01368
37.0180,0.02802,0.02395,0.04510,0.00000,0.02815,0.02980,0.03570,0.03567,0.01996,0.04308,0.01086,0.03379,0.02881,0.02359,0.04287,0.03772,0.02447,0.03601,0.00000,0.00000,-0.02802,-0.02395,-0.04510,0.03065,-0.02815,-0.02980,-0.03570,-0.03567,-0.01996,-0.04308,-0.01086,-0.03379,-0.02881,-0.02359,-0.04287,-0.03772,-0.02447,-0.03601,0.08295,0.07070,-0.00430,-0.01375,0.03274,-0.00778,0.01382
37.0567,0.02626,0.02242,0.04356,0.00000,0.02634,0.02954,0.03471,0.03223,0.02069,0.03979,0.01161,0.03359,0.02870,0.02338,0.04149,0.03724,0.02113,0.03365,0.00000,0.00000,-0.02626,-0.02242,-0.04356,0.02830,-0.02634,-0.02954,-0.03471,-0.03223,-0.02069,-0.03979,-0.01161,-0.03359,-0.02870,-0.02338,-0.04149,-0.03724,-0.02113,-0.03365,0.09377,0.07798,-0.00408,-0.01379,0.03135,-0.00983,0.01423
37.0954,0.02366,0.02242,0.04169,0.00000,0.02465,0.02805,0.03365,0.02895,0.02127,0.03688,0.01248,0.03234,0.02835,0.02285,0.03941,0.03590,0.01852,0.03246,0.00000,0.00000,-0.02366,-0.02242,-0.04169,0.02657,-0.02465,-0.02805,-0.03365,-0.02895,-0.02127,-0.03688,-0.01248,-0.03234,-0.02835,-0.02285,-0.03941,-0.03590,-0.01852,-0.03246,0.10127,0.08373,-0.00375,-0.01398,0.02928,-0.01264,0.01461
37.1346,0.01951,0.02792,0.03701,0.00000,0.02226,0.03039,0.03273,0.02677,0.02125,0.03485,0.01301,0.02991,0.02723,0.02214,0.03917,0.03617,0.01742,0.03163,0.00000,0.00000,-0.01951,-0.02792,-0.03701,0.02635,-0.02226,-0.03039,-0.03273,-0.02677,-0.02125,-0.03485,-0.01301,-0.02991,-0.02723,-0.02214,-0.03917,-0.03617,-0.01742,-0.03163,0.10544,0.08900,-0.00337,-0.01418,0.02759,-0.01432,0.01447
37.1730,0.01895,0.02677,0.03563,0.00000,0.02124,0.03109,0.03260,0.02426,0.02292,0.03121,0.01624,0.02941,0.02701,0.02263,0.03661,0.03467,0.01725,0.02887,0.00000,0.00000,-0.01895,-0.02677,-0.03563,0.02632,-0.02124,-0.03109,-0.03260,-0.02426,-0.02292,-0.03121,-0.01624,-0.02941,-0.02701,-0.02263,-0.03661,-0.03467,-0.01725,-0.02887,0.09544,0.08378,-0.00268,0.00269,0.02417,-0.00510,0.01268
37.2109,0.01928,0.02274,0.03443,0.00000,0.01914,0.03232,0.03102,0.02330,0.02482,0.02937,0.01904,0.02956,0.02669,0.02362,0.03125,0.03118,0.01893,0.02775,0.00000,0.00000,-0.01928,-0.02274,-0.03443,0.02417,-0.01914,-0.03232,-0.03102,-0.02330,-0.02482,-0.02937,-0.01904,-0.02956,-0.02669,-0.02362,-0.03125,-0.03118,-0.01893,-0.02775,0.09489,0.08488,-0.00191,0.01272,0.02304,0.01196,0.01214
37.2503,0.01986,0.02072,0.03338,0.00000,0.01878,0.03212,0.03124,0.02233,0.02550,0.02798,0.02027,0.02974,0.02671,0.02416,0.02947,0.02965,0.01967,0.02713,0.00000,0.00000,-0.01986,-0.02072,-0.03338,0.02366,-0.01878,-0.03212,-0.03124,-0.02233,-0.02550,-0.02798,-0.02027,-0.02974,-0.02671,-0.02416,-0.02947,-0.02965,-0.01967,-0.02713,0.09733,0.08707,-0.00136,0.01909,0.02198,0.02094,0.01165
37.2891,0.02054,0.01918,0.03314,0.00000,0.01924,0.03110,0.03190,0.02106,0.02535,0.02679,0.02017,0.02999,0.02684,0.02462,0.02797,0.02814,0.01882,0.02639,0.00000,0.00000,-0.02054,-0.01918,-0.03314,0.02263,-0.01924,-0.03110,-0.03190,-0.02106,-0.02535,-0.02679,-0.02017,-0.02999,-0.02684,-0.02462,-0.02797,-0.02814,-0.01882,-0.02639,0.10146,0.09358,-0.00097,0.02261,0.02017,0.02290,0.01150
37.3281,0.02185,0.01682,0.03336,0.00000,0.02048,0.02930,0.03212,0.01988,0.02418,0.02542,0.01934,0.03088,0.02767,0.02517,0.02740,0.02769,0.01878,0.02568,0.00000,0.00000,-0.02185,-0.01682,-0.03336,0.02060,-0.02048,-0.02930,-0.03212,-0.01988,-0.02418,-0.02542,-0.01934,-0.03088,-0.02767,-0.02517,-0.02740,-0.02769,-0.01878,-0.02568,0.10523,0.09991,-0.00068,0.02585,0.01853,0.02417,0.01200
37.3672,0.02010,0.01907,0.03161,0.00000,0.01950,0.03051,0.03157,0.01856,0.02405,0.02379,0.01939,0.03013,0.02734,0.02440,0.02949,0.02972,0.01833,0.02452,0.00000,0.00000,-0.02010,-0.01907,-0.03161,0.01765,-0.01950,-0.03051,-0.03157,-0.01856,-0.02405,-0.02379,-0.01939,-0.03013,-0.02734,-0.02440,-0.02949,-0.02972,-0.01833,-0.02452,0.10381,0.10030,-0.00043,0.02980,0.01708,0.02449,0.01199
37.4064,0.01909,0.02045,0.02958,0.00000,0.01839,0.03157,0.02958,0.01771,0.02456,0.02303,0.01960,0.02893,0.02619,0.02280,0.03254,0.03285,0.01738,0.02376,0.00000,0.00000,-0.01909,-0.02045,-0.02958,0.01316,-0.01839,-0.03157,-0.02958,-0.01771,-0.02456,-0.02303,-0.01960,-0.02893,-0.02619,-0.02280,-0.03254,-0.03285,-0.01738,-0.02376,0.10227,0.10049,-0.00037,0.03024,0.01627,0.02546,0.01162
37.4444,0.01794,0.02156,0.02725,0.00000,0.01713,0.03224,0.02754,0.01701,0.02444,0.02225,0.01956,0.02910,0.02649,0.02289,0.03399,0.03435,0.01681,0.02339,0.00000,0.00000,-0.01794,-0.02156,-0.02725,0.01062,-0.01713,-0.03224,-0.02754,-0.01701,-0.02444,-0.02225,-0.01956,-0.02910,-0.02649,-0.02289,-0.03399,-0.03435,-0.01681,-0.02339,0.10260,0.10198,-0.00011,0.03020,0.01583,0.02869,0.01188
37.4835,0.01671,0.02265,0.02527,0.00000,0.01557,0.03380,0.02630,0.01644,0.02471,0.02149,0.01989,0.02914,0.02668,0.02305,0.03469,0.03540,0.01620,0.02285,0.00000,0.00000,-0.01671,-0.02265,-0.02527,0.00967,-0.01557,-0.03380,-0.02630,-0.01644,-0.02471,-0.02149,-0.01989,-0.02914,-0.02668,-0.02305,-0.03469,-0.03540,-0.01620,-0.02285,0.10625,0.10489,-0.00002,0.02983,0.01532,0.03183,0.01206
37.5232,0.01518,0.02305,0.02304,0.00000,0.01423,0.03403,0.02501,0.01633,0.02513,0.02123,0.02031,0.02915,0.02688,0.02323,0.03391,0.03494,0.01657,0.02302,0.00000,0.00000,-0.01518,-0.02305,-0.02304,0.00805,-0.01423,-0.03403,-0.02501,-0.01633,-0.02513,-0.02123,-0.02031,-0.02915,-0.02688,-0.02323,-0.03391,-0.03494,-0.01657,-0.02302,0.11032,0.10837,0.00002,0.02951,0.01477,0.03261,0.01208
37.5622,0.01383,0.02450,0.02115,0.00000,0.01251,0.03518,0.02306,0.01630,0.02440,0.02136,0.01868,0.02852,0.02649,0.02285,0.03445,0.03538,0.01641,0.02337,0.00000,0.00000,-0.01383,-0.02450,-0.02115,0.00558,-0.01251,-0.03518,-0.02306,-0.01630,-0.02440,-0.02136,-0.01868,-0.02852,-0.02649,-0.02285,-0.03445,-0.03538,-0.01641,-0.02337,0.10848,0.10753,-0.00006,0.01778,0.01410,0.02791,0.01155
37.6017,0.01296,0.02535,0.02048,0.00000,0.01147,0.03635,0.02204,0.01675,0.02379,0.02178,0.01798,0.02752,0.02540,0.02203,0.03480,0.03589,0.01592,0.02391,0.00000,0.00000,-0.01296,-0.02535,-0.02048,0.00469,-0.01147,-0.03635,-0.02204,-0.01675,-0.02379,-0.02178,-0.01798,-0.02752,-0.02540,-0.02203,-0.03480,-0.03589,-0.01592,-0.02391,0.09773,0.10406,-0.00012,0.00288,0.01267,0.00694,0.00886
37.6406,0.01285,0.02436,0.01988,0.00000,0.01153,0.03531,0.02185,0.01771,0.02290,0.02300,0.01667,0.02749,0.02554,0.02163,0.03515,0.03625,0.01624,0.02533,0.00000,0.00000,-0.01285,-0.02436,-0.01988,0.00451,-0.01153,-0.03531,-0.02185,-0.01771,-0.02290,-0.02300,-0.01667,-0.02749,-0.02554,-0.02163,-0.03515,-0.03625,-0.01624,-0.02533,0.09046,0.09686,-0.00015,-0.00387,0.01184,-0.00411,0.00799
37.6787,0.01275,0.02444,0.01961,0.00000,0.01112,0.03623,0.02119,0.01818,0.02264,0.02380,0.01573,0.02729,0.02514,0.02131,0.03571,0.03674,0.01588,0.02661,0.00000,0.00000,-0.01275,-0.02444,-0.01961,0.00412,-0.01112,-0.03623,-0.02119,-0.01818,-0.02264,-0.02380,-0.01573,-0.02729,-0.02514,-0.02131,-0.03571,-0.03674,-0.01588,-0.02661,0.08873,0.09606,-0.00033,-0.00852,0.01152,-0.00814,0.00777
37.7183,0.01253,0.02408,0.01941,0.00000,0.01092,0.03635,0.02058,0.01830,0.02247,0.02416,0.01487,0.02717,0.02499,0.02119,0.03538,0.03639,0.01558,0.02717,0.00000,0.00000,-0.01253,-0.02408,-0.01941,0.00314,-0.01092,-0.03635,-0.02058,-0.01830,-0.02247,-0.02416,-0.01487,-0.02717,-0.02499,-0.02119,-0.03538,-0.03639,-0.01558,-0.02717,0.08785,0.09702,-0.00046,-0.01082,0.01147,-0.01076,0.00775
37.7578,0.01220,0.02492,0.01900,0.00000,0.01060,0.03728,0.01980,0.01789,0.02326,0.02395,0.01512,0.02699,0.02471,0.02133,0.03572,0.03658,0.01444,0.02683,0.00000,0.00000,-0.01220,-0.02492,-0.01900,0.00233,-0.01060,-0.03728,-0.01980,-0.01789,-0.02326,-0.02395,-0.01512,-0.02699,-0.02471,-0.02133,-0.03572,-0.03658,-0.01444,-0.02683,0.08749,0.09849,-0.00071,-0.01121,0.01171,-0.01172,0.00790
37.7969,0.01219,0.02542,0.01893,0.00000,0.01067,0.03750,0.01982,0.01771,0.02401,0.02399,0.01547,0.02740,0.02523,0.02175,0.03661,0.03725,0.01405,0.02709,0.00000,0.00000,-0.01219,-0.02542,-0.01893,0.00227,-0.01067,-0.03750,-0.01982,-0.01771,-0.02401,-0.02399,-0.01547,-0.02740,-0.02523,-0.02175,-0.03661,-0.03725,-0.01405,-0.02709,0.08680,0.09831,-0.00070,-0.01219,0.01201,-0.01230,0.00810
37.8362,0.01228,0.02600,0.01886,0.00000,0.01069,0.03754,0.01980,0.01797,0.02514,0.02439,0.01645,0.02756,0.02542,0.02203,0.03712,0.03741,0.01342,0.02676,0.00000,0.00000,-0.01228,-0.02600,-0.01886,0.00232,-0.01069,-0.03754,-0.01980,-0.01797,-0.02514,-0.02439,-0.01645,-0.02756,-0.02542,-0.02203,-0.03712,-0.03741,-0.01342,-0.02676,0.08652,0.09842,-0.00071,-0.01224,0.01213,-0.01204,0.00818
37.8755,0.01239,0.02754,0.01882,0.00000,0.01101,0.03710,0.02007,0.01802,0.02638,0.02455,0.01762,0.02773,0.02569,0.02227,0.03905,0.03808,0.01290,0.02604,0.00000,0.00000,-0.01239,-0.02754,-0.01882,0.00231,-0.01101,-0.03710,-0.02007,-0.01802,-0.02638,-0.02455,-0.01762,-0.02773,-0.02569,-0.02227,-0.03905,-0.03808,-0.01290,-0.02604,0.08689,0.10032,-0.00079,-0.01212,0.01238,-0.01181,0.00846
37.9138,0.01254,0.02743,0.01895,0.00000,0.01164,0.03736,0.02034,0.01737,0.02733,0.02394,0.01835,0.02778,0.02558,0.02238,0.03917,0.03831,0.01231,0.02532,0.00000,0.00000,-0.01254,-0.02743,-0.01895,0.00259,-0.01164,-0.03736,-0.02034,-0.01737,-0.02733,-0.02394,-0.01835,-0.02778,-0.02558,-0.02238,-0.03917,-0.03831,-0.01231,-0.02532,0.08770,0.10348,-0.00091,-0.01195,0.01254,-0.01146,0.00875
37.9517,0.01317,0.02693,0.01960,0.00000,0.01224,0.03621,0.02076,0.01733,0.02748,0.02390,0.01842,0.02797,0.02586,0.02246,0.03947,0.03877,0.01238,0.02541,0.00000,0.00000,-0.01317,-0.02693,-0.01960,0.00299,-0.01224,-0.03621,-0.02076,-0.01733,-0.02748,-0.02390,-0.01842,-0.02797,-0.02586,-0.02246,-0.03947,-0.03877,-0.01238,-0.02541,0.08824,0.10472,-0.00104,-0.01200,0.01282,-0.01137,0.00921
37.9919,0.01335,0.02662,0.02005,0.00000,0.01200,0.03604,0.02084,0.01740,0.02765,0.02395,0.01851,0.02822,0.02612,0.02264,0.03957,0.03920,0.01289,0.02553,0.00000,0.00000,-0.01335,-0.02662,-0.02005,0.00378,-0.01200,-0.03604,-0.02084,-0.01740,-0.02765,-0.02395,-0.01851,-0.02822,-0.02612,-0.02264,-0.03957,-0.03920,-0.01289,-0.02553,0.09024,0.10636,-0.00106,-0.01187,0.01311,-0.01126,0.00952
38.0306,0.01374,0.02617,0.02119,0.00000,0.01177,0.03639,0.02102,0.01821,0.02780,0.02444,0.01851,0.02836,0.02625,0.02271,0.03902,0.03921,0.01333,0.02563,0.00000,0.00000,-0.01374,-0.02617,-0.02119,0.00512,-0.01177,-0.03639,-0.02102,-0.01821,-0.02780,-0.02444,-0.01851,-0.02836,-0.02625,-0.02271,-0.03902,-0.03921,-0.01333,-0.02563,0.09017,0.10753,-0.00104,-0.01193,0.01372,-0.01137,0.00992
38.0708,0.01359,0.02611,0.02124,0.00000,0.01157,0.03671,0.02135,0.01876,0.02816,0.02495,0.01867,0.02843,0.02626,0.02282,0.03824,0.03854,0.01328,0.02595,0.00000,0.00000,-0.01359,-0.02611,-0.02124,0.00565,-0.01157,-0.03671,-0.02135,-0.01876,-0.02816,-0.02495,-0.01867,-0.02843,-0.02626,-0.02282,-0.03824,-0.03854,-0.01328,-0.02595,0.09018,0.10775,-0.00100,-0.01182,0.01376,-0.01103,0.00996
38.1084,0.01345,0.02628,0.02096,0.00000,0.01153,0.03657,0.02100,0.01964,0.02906,0.02558,0.02025,0.02857,0.02642,0.02321,0.03801,0.03833,0.01422,0.02614,0.00000,0.00000,-0.01345,-0.02628,-0.02096,0.00593,-0.01153,-0.03657,-0.02100,-0.01964,-0.02906,-0.02558,-0.02025,-0.02857,-0.02642,-0.02321,-0.03801,-0.03833,-0.01422,-0.02614,0.09058,0.10803,-0.00108,-0.00884,0.01401,-0.00781,0.01039
38.1470,0.01340,0.02679,0.02078,0.00000,0.01184,0.03666,0.02081,0.01982,0.02960,0.02563,0.02111,0.02871,0.02668,0.02353,0.03863,0.03876,0.01423,0.02519,0.00000,0.00000,-0.01340,-0.02679,-0.02078,0.00592,-0.01184,-0.03666,-0.02081,-0.01982,-0.02960,-0.02563,-0.02111,-0.02871,-0.02668,-0.02353,-0.03863,-0.03876,-0.01423,-0.02519,0.09128,0.10931,-0.00111,-0.00556,0.01457,-0.00528,0.01078
38.1850,0.01359,0.02725,0.02094,0.00000,0.01260,0.03595,0.02158,0.01996,0.02988,0.02559,0.02171,0.02895,0.02716,0.02380,0.03910,0.03896,0.01436,0.02408,0.00000,0.00000,-0.01359,-0.02725,-0.02094,0.00647,-0.01260,-0.03595,-0.02158,-0.01996,-0.02988,-0.02559,-0.02171,-0.02895,-0.02716,-0.02380,-0.03910,-0.03896,-0.01436,-0.02408,0.09176,0.11076,-0.00104,-0.00402,0.01483,-0.00395,0.01101
38.2249,0.01497,0.02509,0.02216,0.00000,0.01411,0.03476,0.02465,0.01997,0.03000,0.02549,0.02199,0.02975,0.02784,0.02436,0.03845,0.03843,0.01449,0.02358,0.00000,0.00000,-0.01497,-0.02509,-0.02216,0.00946,-0.01411,-0.03476,-0.02465,-0.01997,-0.03000,-0.02549,-0.02199,-0.02975,-0.02784,-0.02436,-0.03845,-0.03843,-0.01449,-0.02358,0.09241,0.11286,-0.00068,-0.00323,0.01491,-0.00288,0.01098
38.2654,0.04466,0.00000,0.05310,0.00000,0.03597,0.02347,0.05388,0.02420,0.02736,0.03065,0.01875,0.04339,0.03424,0.02941,0.03803,0.03807,0.02373,0.03182,0.00000,0.00000,-0.04466,0.01181,-0.05310,0.04942,-0.03597,-0.02347,-0.05388,-0.02420,-0.02736,-0.03065,-0.01875,-0.04339,-0.03424,-0.02941,-0.03803,-0.03807,-0.02373,-0.03182,0.10150,0.12756,-0.00069,-0.00188,0.01524,-0.00088,0.01344
38.3045,0.07680,0.00000,0.09483,0.00000,0.06933,0.02213,0.10360,0.02798,0.02422,0.03549,0.01498,0.06471,0.04884,0.04021,0.04855,0.04933,0.03180,0.03962,0.00000,0.00000,-0.07680,0.02329,-0.09483,0.12375,-0.06933,-0.02213,-0.10360,-0.02798,-0.02422,-0.03549,-0.01498,-0.06471,-0.04884,-0.04021,-0.04855,-0.04933,-0.03180,-0.03962,0.11005,0.13500,-0.00037,-0.00028,0.01730,0.00111,0.01762
38.3434,0.10841,0.00000,0.12916,0.00000,0.09587,0.01884,0.12151,0.03537,0.02083,0.04314,0.01098,0.09088,0.06711,0.05412,0.06523,0.06147,0.04496,0.04813,0.00000,0.00000,-0.10841,0.03039,-0.12916,0.16733,-0.09587,-0.01884,-0.12151,-0.03537,-0.02083,-0.04314,-0.01098,-0.09088,-0.06711,-0.05412,-0.06523,-0.06147,-0.04496,-0.04813,0.10974,0.13757,-0.00196,0.00303,0.02056,0.00348,0.02121
38.3839,0.12148,0.00000,0.13990,0.00000,0.10938,0.01285,0.12998,0.04064,0.01836,0.04778,0.00713,0.10280,0.07823,0.06165,0.07073,0.06556,0.05376,0.05181,0.00000,0.00000,-0.12148,0.03426,-0.13990,0.19213,-0.10938,-0.01285,-0.12998,-0.04064,-0.01836,-0.04778,-0.00713,-0.10280,-0.07823,-0.06165,-0.07073,-0.06556,-0.05376,-0.05181,0.10295,0.13099,-0.00328,0.00861,0.02348,0.00917,0.02532
38.4234,0.13544,0.00000,0.15461,0.00000,0.12570,0.00000,0.14782,0.04772,0.01221,0.05349,0.00000,0.11228,0.09027,0.06832,0.06983,0.06527,0.06153,0.05408,0.00000,0.00000,-0.13544,0.04506,-0.15461,0.22686,-0.12570,0.00114,-0.14782,-0.04772,-0.01221,-0.05349,0.00059,-0.11228,-0.09027,-0.06832,-0.06983,-0.06527,-0.06153,-0.05408,0.09302,0.12241,-0.00461,0.01050,0.02646,0.01381,0.02997
38.4616,0.14690,0.00000,0.16965,0.00000,0.13898,0.00000,0.15963,0.05225,0.00454,0.05889,0.00000,0.12084,0.10234,0.07485,0.06590,0.06182,0.06059,0.05535,0.00000,0.00000,-0.14690,0.05160,-0.16965,0.25104,-0.13898,0.01179,-0.15963,-0.05225,-0.00454,-0.05889,0.01046,-0.12084,-0.10234,-0.07485,-0.06590,-0.06182,-0.06059,-0.05535,0.08741,0.12054,-0.00527,0.01327,0.02811,0.01515,0.03523
38.5003,0.15422,0.00000,0.17757,0.00000,0.14580,0.00000,0.15920,0.05481,0.00000,0.06166,0.00000,0.12659,0.11067,0.08015,0.05792,0.05314,0.06104,0.05610,0.00000,0.00000,-0.15422,0.05860,-0.17757,0.25764,-0.14580,0.02375,-0.15920,-0.05481,0.00091,-0.06166,0.01725,-0.12659,-0.11067,-0.08015,-0.05792,-0.05314,-0.06104,-0.05610,0.08736,0.11918,-0.00596,0.01465,0.03074,0.01546,0.03993
